,username,name,tweet
129,merrywind15,MaryWin,"Light bulb moment.  Poor education in the inner cities, run by teacher's unions, no longer has to be blamed on bad policy, it now gets blamed on schools being shut down by the pandemic.  Diabolical, but effective."
130,chiequila,Chie | Let the plot twist happen :),"The education system is bad. The HEALTHCARE is bad. There is corruption left and right. there is evidence but no one in power is doing something about it. You cannot go out without safety, with or without pandemic.  And you think a tax evader and incompetent will solve this?"
131,itsdenniiisse,Dennisse ◡̈,"Kawawa naman batch namin. First batch ng Kto12, batches na affected by pandemic, lost 2 years of good education quality, then now this? Questionable governance, if ever?"
132,dedeptofed,DE Dept of Education,"To St. Mark's Pre-K: ""I would like to give a big thank you to all my teachers and staff for being true HEROES since September 2020. You have provided all of our preschoolers a classroom with love, patience, understanding, flexibility over these last 3 years since the pandemic!!""  https://t.co/CY99ZKVcKK"
133,eddesignlab,Education Design Lab,We have been surprised ourselves by how quickly the pandemic accelerated 3 key factors in the #skills economy.  The latest op-ed by Lab Founder + CEO @kathdelaski 👇
134,therealjasonmaw,Jason Maw,"@GregAbbott_TX Those same parents screamed about how teachers, not parents, should be teaching during a pandemic. But please go on about how parents want to be more involved with their kids education. 🤡"
135,oecd_centre,OECD_Centre,𝐄𝐯𝐞𝐫𝐲𝐨𝐧𝐞 𝐡𝐚𝐬 𝐭𝐡𝐞 𝐫𝐢𝐠𝐡𝐭 𝐭𝐨 𝐞𝐝𝐮𝐜𝐚𝐭𝐢𝐨𝐧🎓  How can we ensure that all school children have the tools they need for a full and continuous #education in #LatinAmerica - during and beyond the pandemic?  #EconomicOutlook 🍏📚💻  https://t.co/O56EHObfgF  https://t.co/IlfeuFC4wj
136,maudmaron,Maud Maron,"It was not “the pandemic” that robbed these girls of normal childhood/adolescence, it was the failure of public health “experts” and politicians in SOME STATES to do their job well and prioritize kids’ mental health &amp; education over irrational fears &amp; unreachable goals."
137,asic_ltd,ASIC - Passionate about excellence in education,"The pandemic caused huge disruption for students and educators, Dr Kaup of @laccuae explored #virtualinternships and evaluated their delivery in the #UAE in his engaging presentation.   #edtech #education #ASICUK  https://t.co/DNINDWt8xz"
138,keipritsker,Kei Pritsker,Look at the US right now:  - 140m people in or near poverty  - 54% of adults can’t read at a 6th grade level  - Worlds most expensive healthcare &amp; education  -  Corporate profits highest since 1950  - Multi-trillion dollar bailout during a pandemic  People have rebelled for less.
139,varelidi,Chloe • Χλόη,Crystal Bowyer and Dr Kurt Newman discussing the opportunity for anti-racist education to be part of museum education as a hopeful result of the pandemic - noting how children have ALWAYS being influential in social change movements
140,charlottemcardl,charlotte mcardle RN,"Looking forward to representing #TeamCNO 3 days of triad meetings @WHO @ICNurses culminating in a strong voice and resolution. Key message drive impact on education, leadership, jobs and service delivery. Pre pandemic approaches will not achieve SDGs or global health  https://t.co/PpiYHsJS5t"
141,maskdmillennial,Nikki,"@IAGovernor @KimReynoldsIA is a legitimately bad person who has misused pandemic funds, seeks to gut and undermine public education, signed anti-lgbtq laws banning trans ppl in sports, and now she wants -all- of state government in her pocket saying, ""I want my own AG"". #VoteBlue"
142,lartdelinfusion,Linda Dalpé,"Don't be surprised by data shared by the @MoriartyLab team with what comes out of @pcnbca for communication and education about this (yes still ongoing) pandemic. Do remember we have been slowly ""schooled"" to disregard case numbers and hospitalisations; only ICU and death matter.  https://t.co/rquEAT8r2p"
143,josiah_walrus,Josiah Walrus,"Our local newspaper running a poll about education  ""post pandemic."" Pretty ironic.  https://t.co/wPXJWDHkzn"
144,trinitypr,Trinity PR,Ahead of Int Nurses Day this Thurs (12th May) two members of the Irish General Practice Nurses Education Association in Ireland discuss the impact of the pandemic &amp; using @SiiloMessenger to work out logistical events &amp; educational modules:  https://t.co/jyJ8XeVvBC
145,mtw2478,Marley 🇨🇦🇺🇸,"@Srl82Shawn @darbyted @OntLiberal Doug cut monies to both Education and healthcare, even before the Pandemic."
146,madisp4321,Madi SP (Taylor’s Version),"My FAVORITE is when people who are not- and usually have never been- teachers don’t ask us teachers QUESTIONS about how to improve education, but start TELLING us what we need to change. Unless you’ve taught during/(post?) pandemic, take some advice from Aaron Burr on this one.  https://t.co/ZyHwDq1ieO"
147,bellwethered,Bellwether Education,Since the start of the pandemic:  ~2/3 parents are worried about their child staying on track in school.  A consistent majority of parents have expressed concern re: their child's mental health and emotional wellbeing.   https://t.co/v1rN4ZWSM1  https://t.co/YfhNhacRbO
148,nhsfvpe,NHS FV Practice Education,"Do you support students from @MidwiferyENU @EdinburghNapier? If you do, then register for this collaborative event about challenges surrounding the new SSSA being implemented during a pandemic! #revalidation #cpd #nurses #midwives #SEScotland  https://t.co/VbQbC2w2Bj"
149,mama_mingo,mama_mingo,"@HotepJesus All intentional. Real edu and oppty shrink govt dependence. That is why edu is getting replaced with propaganda by ""reimagining education"" coming out of the pandemic. Designed to hurt every student, flip the edu paradigm, and shift culture; and they knew who would suffer most."
150,tenbearsii,@allothersIteach,"The pandemic was a gift and a Harbinger ignored, The people got to see Healthcare system on the brink of collapse,Education,Supply Chains,Political,Economic and every Machine WS built buckle and still mine cant imagine white folk wont always be there to provide for them. Katrina  https://t.co/Y6zXO7zSKU"
151,examsoft,ExamSoft,The pandemic has given a rise to #microschools. Learn more about this new trend in education.  #K12 #education #nontraditionalschooling   https://t.co/8eGMn6uEsj
152,phenndupdates,PHENND,Join @PhenndUpdates and @TeachPlusPA for a full-day conference on the topic of Building Educational Equity Beyond the Pandemic! Register today at  https://t.co/JkcDmnhm3n to secure your spot.  #pandemic #equitable #education #Pennsylvania  @teachplus  https://t.co/JI4U9gw2NB
153,goldberginmd,Scott Goldberg | Be Kind,It would be a great tragedy with all the funds allocated for #COVID19 if education opportunity gaps widened during the pandemic.   WE HAVE TO GET THIS RIGHT.
154,johnjerome21,Jerome,"Leni is right: even before the pandemic, mayroon na talagang education crisis.  -- ginawang mangmang para madali mauto. Pinaghirap para murang mabili."
155,ways2rock,WaYs2rOcK,"Wide learning gains: Teacher uses tech tools that measure real-time students’ skills, offset pandemic education loss  https://t.co/kpvgTbPiTf"
156,inter_gen,Intergenerational Foundation,"What IF the post-Covid world benefited the young?  For Generation Alpha, most of their life has been spent in a pandemic. @phoebelhanson tells @alisaanwar27 about the huge impact on the education and development of young school children.  Listen to more:  https://t.co/taUopQZedn  https://t.co/rvViKYxzbg"
157,abdullahsalih,Abdullah Salih,"Today we celebrate #WorldChildrensDay amidst a global pandemic, where millions of our children have seen their lives, education &amp; routines disrupted. I urge all of those who are concerned to join forces, to carve out &amp; reimagine a better future for all our children."
158,jumagathoni,Esther Juma,"According to the ministry of education, Through Ida Odinga efforts, the fight to reduce the worrying statistics of teenage pregnancies which has been on the rise at the height of the pandemic got an impetus. #StrengthOfAWoman  https://t.co/7vYUELhZmF"
159,jumagathoni,Esther Juma,"When schools resumed after the covid 19 pandemic, Ida Odinga was traversing the country with an aim of encouraging young girls on the need to continue with their education. #StrengthOfAWoman  https://t.co/y0pIC0Sw78"
160,classycrustatio,Classy Crustatio,@realpatriotca @BidenBurner46 @VP It’s amazing BFF how your education came from Fox News and all those millionaires got rich off your tax dollars while you didn’t work during the pandemic 🤔🤔🤔 you’re for forgiving business loans and bail outs with you tax money. Or wait… that’s different right?
161,bcscnw,BCS Chester & N.Wales: Cangen Caer a Gogledd Cymru,"Our next event is 25th May 7pm, Teaching Through the Pandemic. Check out the link for more details and to book your place.  https://t.co/mgtI0bykCC  #event #bcs #pandemic #education  @BCSMemberGroups please RT"
162,timi_smith,‘timi,After being idle during the year long pandemic? This is devilish   Same people that enjoyed premium education back then and ruining it now
163,academicatopten,Academica Top Ten,How the pandemic enhanced the popularity of preprints: Editorial  #CDNPSE #HigherEd #Education | Read More:   https://t.co/R5NTMdpMtI
164,cobisorg,Council of British International Schools,"Some data insights from @ISC_Research at #COBIS22. Post pandemic, British international schools are emerging stronger than ever. Many countries have reported an increase in student numbers due to strong education provision throughout the pandemic, something to really be proud of!"
165,dasra,Dasra,"The pandemic worsened the state of education in India, and further widened the skill gap for vulnerable communities. We believe that data can be used to efficiently solve for this issue. Apply now:  https://t.co/G9wLJUIIZg #D4GXIndia #DataForGood @Bloomberg @SocietalPlatfrm  https://t.co/vEMgllpg2m"
166,iadis,IADIS,"Taking best of innovations, lessons of pandemic education  https://t.co/8NP4Slpwjr #digitalinnovation #pandemiceducation"
167,hearmikeburke,Mike Burke,"Recently I have been talking to many struggling teachers and education professionals. Rightfully so, pandemic teaching is a beast!  I was overwhelmed with teaching long before the pandemic; a book saved my career.   The Checklist Manifesto by @Atul_Gawande  Read it, seriously."
168,stavrosrn,Lex,"@MartinSLewis Or medication, you that pandemic we just had? Or all those other diseases we've eradicated? I could list for hours but the fact is every single person in society has benefited from a university education! We're all better off with a better educated society!"
